iteration,episode,policy,value,entropy
35,100,-0.011180656548377656,0.008190312293461628,-1.7283227460251913
36,100,-0.0121851048412888,0.0051676146718414705,-1.6829826335112255
37,100,-0.011923785449147949,0.006136376171424571,-1.661313487423791
38,100,-0.011171063708995158,0.0053835710213105716,-1.6315023915635214
39,100,-0.009249701530734455,0.005698212907494356,-1.6054457442628012
40,100,-0.011453807743641341,0.004487382348290541,-1.5873340484168794
41,100,-0.010065790681942922,0.00460361687065516,-1.5488197323348787
42,100,-0.011356127518006865,0.004043173031984932,-1.5156462490558624
43,100,-0.01073036151582427,0.004520468048415043,-1.4995226893160079
44,100,-0.012614823376174577,0.0037103911357310912,-1.460421957903438
45,100,-0.010457011368998792,0.0029721016051351195,-1.4169022573365107
46,100,-0.010105458650084782,0.0028954129310376528,-1.3796097404427
47,100,-0.010365800033064766,0.0032178288286862275,-1.370674408144421
48,100,-0.010906279953714047,0.002846193907316774,-1.3394184195333056
49,100,-0.011398408112856688,0.0023593163997348812,-1.3107953021923702
50,100,-0.011508239789691288,0.002275246059677253,-1.2837771425644557
51,100,-0.010981615838924578,0.0023135691929686195,-1.2759232653511896
52,100,-0.011804650886915624,0.0021165618834654903,-1.2245367566744487
53,100,-0.009651089706191366,0.0021120534802321345,-1.238180120786031
54,100,-0.009925129388446093,0.0018265511591582457,-1.1972975316974852
55,100,-0.011366647464456037,0.002047456244731115,-1.1843403081099193
56,100,-0.011235888710062782,0.0017785166726551121,-1.1517936554219987
57,100,-0.007548460243722527,0.0026722010823303005,-1.1619762910736933
58,100,-0.009968830148459852,0.001658609124004013,-1.102321359846327
59,100,-0.008050645439652726,0.0025231504453889406,-1.1173891093995836
60,100,-0.010050556415485011,0.0017067155034358923,-1.0815919935703278
61,100,-0.009585480532930686,0.0018992540669084217,-1.078845391670863
62,100,-0.00914314345936873,0.0016100464191468847,-1.0554149564769533
63,100,-0.009649622777134128,0.0015817562477119889,-1.034577514562342
64,100,-0.009289963875845488,0.0014509693832628222,-1.0095231359203656
65,100,-0.00966851576393108,0.001456592569916716,-0.9977249064379268
66,100,-0.009158379769764401,0.0013847678265948263,-0.9804986400736703
67,100,-0.009671765347270088,0.0014269655932568842,-0.9742979208628336
68,100,-0.008928018852505678,0.0014590871206665826,-0.9522573434644275
69,100,-0.009694372846246956,0.00140775901672896,-0.9379837554362085
70,100,-0.008335987679957826,0.001412554396665655,-0.9232311306728257
71,100,-0.0030383176276195124,0.0020448940065560034,-0.8996668193075392
72,100,-0.010335684064355317,0.0014262732503185463,-0.8917276180452771
73,100,-0.007348136882582266,0.0013158578076399863,-0.8805100313491292
74,100,-0.008271048754977528,0.0013283161517594838,-0.8591933838195271
75,100,-0.008692092063332288,0.0013729018068665431,-0.8614580523636606
76,100,-0.0076762526550737675,0.001356745777431772,-0.8363121160202556
77,100,-0.004971680254837136,0.0020500841508490136,-0.8311675439278284
78,100,-0.007911855978212165,0.0012845934680727725,-0.8062891256478097
79,100,-0.0032950479651642833,0.0020067522273166105,-0.8001171292530166
80,100,-0.008997276447795835,0.0025498965955598075,-0.7921387329697609
81,100,-0.009987806428550053,0.0012091756191997167,-0.7552012917068269
82,100,-0.008707757265559243,0.001289786039301867,-0.7549387655324407
83,100,-0.005235556377253185,0.0020133755509353555,-0.7580286256141133
84,100,-0.006773192199842824,0.0013916358358174977,-0.7343260753485892
85,100,-0.005340303863300101,0.0012060411156400936,-0.7272990312841203
86,100,-0.004727785624810268,0.0016935274955661346,-0.7175125090612305
87,100,-0.00932522241616122,0.00105866381313212,-0.6880154005355306
88,100,-0.007328468928183914,0.0010208156406103324,-0.69613994906346
89,100,-0.004865929387354602,0.001503662940295827,-0.6913829122980436
90,100,-0.006148809115176037,0.0011525027180646753,-0.666833167274793
91,100,-0.0029007426021255217,0.0016008869934012182,-0.6508531073729197
92,100,-0.0062786934981381316,0.0009341200663281294,-0.6341375178760953
93,100,-0.00733384876043096,0.0012696856485692682,-0.6377807251281209
94,100,-0.007906570705623986,0.0010492610219646143,-0.6189213519295057
95,100,-0.00689053074408245,0.0009663635258524058,-0.6182214783297645
96,100,0.0007973166842324039,0.001818771210512043,-0.5900204761160744
97,100,-0.006866485954863795,0.0012567583705984159,-0.5929271479447683
98,100,-0.001793673468960656,0.0015258319027553727,-0.5909890838795238
99,100,-0.002502833961948959,0.0016956978611738628,-0.5925729738341438
100,100,-0.005276821369382863,0.0011016291294557352,-0.5643236082461145
101,100,-0.0031487408798259115,0.0016472876191579013,-0.546744641330507
102,100,-0.004663014553241535,0.0009267466294760299,-0.5401123505499628
103,100,-0.0068133246597881225,0.0007393045202156322,-0.5393233026067416
104,100,-0.005846183226620067,0.0008247788654342811,-0.5337251548965772
105,100,-0.006167529668245051,0.0008535673882256055,-0.5209468445844121
106,100,-0.006139699151794452,0.0007970957643313644,-0.5186078900264369
107,100,-0.004975209709856345,0.0009007110557932821,-0.515629541542795
108,100,-0.005698373110539655,0.0014368353181958406,-0.5240510536564721
109,100,-0.007223639903814829,0.0009418504915730511,-0.5208920877840784
110,100,-0.00741582194041257,0.0016096728868433274,-0.5108631095952458
111,100,0.0005184613902302873,0.002312232111257294,-0.5154382714794742
112,100,0.000429076430413665,0.002652778953132737,-0.4998672898444865
113,100,-0.0059691711774373995,0.0018391588657525266,-0.49399600219395423
114,100,-0.0042566683486155756,0.0010833532416856745,-0.4985858177145322
115,100,-0.004670511926330316,0.0009431405188580458,-0.4899062477052212
116,100,-0.002845907093109822,0.0016409577995849152,-0.4966176061166657
117,100,-0.0050925109236333,0.0008613737146434789,-0.4860093610154258
118,100,-0.004629390112515668,0.0008091069660925617,-0.4781775660812855
119,100,-0.0059705568916494185,0.0008351819463617479,-0.4875931603213151
120,100,-0.005066179958198013,0.0008297133123657355,-0.47767022872964543
121,100,-0.005867189551812165,0.0006387891601965142,-0.4579828340146277
122,100,-0.005892383385798894,0.0008201756799179646,-0.4700777265760634
123,100,-0.0044127113198758,0.0008189289769183637,-0.468632525867886
124,100,-0.004102656924967757,0.0006853126752604214,-0.4601835459470749
125,100,-0.007069615516229533,0.0013671579419881003,-0.46165338282783824
126,100,-0.0053821768686045995,0.0008703469720785506,-0.44249941863947445
127,100,-0.0024582023963577943,0.0008739283382763258,-0.43983298250370556
128,100,-0.005458325071635449,0.0007409002800058159,-0.43578366852468914
129,100,-0.004130132149536318,0.000873796476096484,-0.44037877437141204
130,100,-0.004570647211544888,0.000760766455237495,-0.4374962854716513
131,100,-0.00363122104843367,0.0013465058671297608,-0.4381957873702049
132,100,-0.004630964672994903,0.0006733868148229602,-0.4349772243036164
133,100,-0.003679087510843399,0.0005992540282022674,-0.42845578160550857
134,100,0.0043630622593708625,0.0019069735038404663,-0.4497164996961753
135,100,-0.003002517112488729,0.0007979035645904434,-0.4219081463913123
136,100,-0.0018153349083149806,0.0013033354819829885,-0.4241633618043529
137,100,-0.0034107825869998326,0.000748659675688638,-0.4210260034435325
138,100,-0.0040077042479727725,0.0011428247218848104,-0.4325675293803215
139,100,-0.007247223817911517,0.0007840210778845681,-0.41732769335309666
140,100,0.0009958497911510575,0.0012323786561157452,-0.4217221558921867
141,100,-0.0031122835223666495,0.0008950080923063473,-0.4050743662648731
142,100,-0.006559468939990943,0.0007834000199282956,-0.4043256433473693
143,100,-0.005278661176311693,0.001601726599296348,-0.4030040320422914
144,100,-0.0022744922381308344,0.0026086087972443136,-0.41286545536584324
145,100,-0.006807557312842821,0.001467395663591257,-0.38126837379402584
146,100,-0.0029741191764413896,0.0008763313679891224,-0.37971724114484257
147,100,-0.0039875008579757475,0.0023191205343917115,-0.3917599970267879
148,100,-0.00318270087073971,0.0009213043627419716,-0.3721550094584624
149,100,-0.002216350843405558,0.0006480594072652619,-0.3741120985812611
150,100,0.0005468168884464023,0.0018851315698056067,-0.38684650303588974
151,100,-0.003026602842005054,0.000786688903948137,-0.37172336089942193
152,100,-0.0015003707483427003,0.00128019334806595,-0.36821436136960983
153,100,3.576801585343977e-05,0.0012232766376756546,-0.3577920115656323
154,100,-0.005084079087181535,0.0005650871801966181,-0.36069035364521873
155,100,-0.002502175984975313,0.0023492447904168833,-0.37642233529024655
156,100,-0.005116641145125161,0.0010920809662719774,-0.35818708025746876
157,100,0.004847472498012293,0.0014570541542424406,-0.35050076494614285
158,100,-0.0016631881161528225,0.0007334061899907991,-0.3572975777917438
159,100,-0.002267415877819682,0.0011488494193246071,-0.36302049706379574
160,100,-0.000787029844812221,0.0010206945484646389,-0.35881099394626087
161,100,2.2937644340951615e-06,0.0014017765845185043,-0.36075931911667186
162,100,-0.0011032077325378647,0.001287556716609591,-0.37312016801701653
163,100,-0.00171557332810658,0.0007470581509147047,-0.3636888596746657
164,100,-0.002495415514406179,0.000571325073704227,-0.351584304538038
165,100,-0.004826003466102217,0.0004719889366242569,-0.34378641719619435
166,100,-0.004544479839549038,0.0005028608664158835,-0.3537040683958266
167,100,-0.0055182706043221215,0.0005340235151783822,-0.35665688042839366
168,100,-0.005340260000795954,0.0005686061227202623,-0.3517369143664837
169,100,-0.005333422428925082,0.0005666709997361371,-0.3387448369628853
170,100,-0.0012308652803767473,0.0005278950864319793,-0.3371898473964797
171,100,-0.005402713313944534,0.00048370215962576267,-0.335959034661452
172,100,-0.005292689354973845,0.0004785970728941417,-0.32799537604053813
173,100,0.0026387057494300986,0.002570853672093815,-0.34169185534119606
174,100,-0.003963097080688587,0.0013979685427329969,-0.3239754256274965
175,100,-0.002594909886991243,0.0005489456525538117,-0.3198589198291302
176,100,-0.004887939938473412,0.0005788154929986275,-0.3362346366047859
177,100,-0.004669623839112723,0.00046039968623921997,-0.31568077330787975
178,100,-0.0035014746604752466,0.0004539241555095133,-0.3184795363081826
179,100,-0.005456844043995564,0.001336997154996627,-0.3286930335064729
180,100,0.0005620736984484312,0.00166732686355115,-0.30897121669517624
181,100,-0.0018886866471600821,0.000648675986465403,-0.3109526141650147
182,100,-0.0024369324835586464,0.0009625562625943632,-0.306581469045745
183,100,0.0005394626868009153,0.0013777250359352264,-0.31098492526345783
184,100,-0.0005596999581030104,0.0014551928810154398,-0.2960397212041749
185,100,-0.002763789014554479,0.0004827817319892347,-0.29990772489044404
186,100,-0.004572013443167735,0.0005890312410580615,-0.2956379714111487
187,100,-0.0015094374409980243,0.0013074298508905082,-0.29288938600156045
188,100,-0.00390254795087862,0.00045566272779574827,-0.2846100433833069
189,100,0.0005948018594305419,0.0008223446404574335,-0.2852476243343618
190,100,0.00030920456629246473,0.001467575344172979,-0.28408609330654144
191,100,0.0032027695591144343,0.003500182425745556,-0.30049190090762246
192,100,-0.0032229104205422723,0.0007601105268501366,-0.29403168542517555
193,100,0.00401896657179653,0.0014583680418177715,-0.2922651362087991
194,100,-0.004148187302538038,0.00071006918329254,-0.2967421735326449
195,100,-0.0027162875141786775,0.0004496960900723934,-0.2914157741599613
196,100,-0.0064134187648758395,0.0012914968485549455,-0.2808118922015031
197,100,-0.0011030497132903999,0.0006090900408000582,-0.283172369417217
198,100,-0.0025289666454126644,0.00040722777096865076,-0.28182607392470044
199,100,-0.00233357763014889,0.0005136128671033981,-0.28014666007624733
200,100,0.0053126683212920195,0.0013478857144946232,-0.2938268478545878
201,100,-0.0029261335148476064,0.0006181869996200678,-0.29112475737929344
202,100,-0.001465247608697003,0.00040248154052985937,-0.2856307480898168
203,100,-0.003224573691517839,0.0006052804928913247,-0.29166827392246986
204,100,-0.005322208545471262,0.0009330719921207572,-0.2951667147378127
205,100,-0.0028367496409676582,0.0004343220680311788,-0.27643887305425274
206,100,-0.0020657310556594487,0.0003959482253574404,-0.28349411197834545
207,100,-0.004566369235463854,0.00040225113116321154,-0.28674536012113094
208,100,-0.004494538287114362,0.00046081811322235607,-0.27735425386991763
209,100,-0.0037465122986759525,0.0003662959809136939,-0.27827194333076477
210,100,-0.006449279361630842,0.001203277211364669,-0.2796274659534295
211,100,0.000581567088374868,0.0013307964537590225,-0.2846226278278563
212,100,-0.0034320877900123983,0.0005528648172104214,-0.27906905197434956
213,100,0.0041684263859578,0.0012982869084225968,-0.283890586760309
214,100,-0.003251388403037304,0.0013519252857400312,-0.27464132838779026
215,100,0.005781327568709255,0.0012597797144230248,-0.2734233867377043
216,100,-0.005864999836780448,0.0015214546244048204,-0.27911159623828197
217,100,0.0017166217292267699,0.001574536813778751,-0.2835782977441947
218,100,-0.004397031223965718,0.000571773628406744,-0.27327150685919654
219,100,-0.001967358748111615,0.0012223286402230668,-0.2694511123829418
220,100,-0.00539953114882034,0.001315668548664285,-0.26973952622049385
221,100,0.0018033204347981762,0.0023871129168482083,-0.26094054451419246
222,100,-0.0009969213715521619,0.0006667302000601517,-0.2585583556857374
223,100,0.0032077597150216913,0.0035594520708804745,-0.2791365318828159
224,100,-0.006183177406556852,0.0022380000809789635,-0.279110854698552
225,100,0.0011918782802240457,0.0013671696975102855,-0.2646359008633428
226,100,0.0014347431295189178,0.0012777471436291104,-0.273114372872644
227,100,-0.003182384506443567,0.0022724322932642987,-0.27700978476140237
228,100,-0.002520827137535283,0.0007001678895903751,-0.2612457167771127
229,100,-0.004326998664712139,0.0005763814867047282,-0.2681562076840136
230,100,-0.003206213206997038,0.0005625884546639605,-0.2671435545716021
231,100,-0.004692203763018672,0.0006075932740511942,-0.2774758899791373
232,100,-0.0025322290344370734,0.00042306251230507367,-0.25593755063083434
233,100,0.0011210561772006461,0.002965655594986553,-0.2654165474490987
234,100,-0.0029253465678872694,0.0006716983856070632,-0.2564880253954066
235,100,-0.0018789604914167689,0.0006379692769971573,-0.26257750226391685
236,100,-0.0021113158582011238,0.0013644561679231832,-0.2624219860881567
237,100,-0.0021094906187499873,0.001596747174011802,-0.2550409496244457
238,100,-0.003825350996016318,0.0018571957375065216,-0.2718458152893517
239,100,-0.003376413034048811,0.0004958875013269588,-0.2508653762439887
240,100,-0.002847424209095253,0.0005219579357395156,-0.25092472405069405
241,100,-0.005987523140599175,0.001217264391420435,-0.24784583929512236
242,100,-0.001691689783506768,0.0012643287360939819,-0.2550146585951249
243,100,-0.0024031052186425463,0.0006123023502166487,-0.2521953959431913
244,100,-0.0071850211364411125,0.001147758985300445,-0.26424015644523835
245,100,-0.002972721785429005,0.0004362920133442256,-0.25429046981864506
246,100,-0.004814543412875436,0.000591848916681354,-0.2638246764739354
247,100,-0.0033051951904781163,0.0003291335083809423,-0.24795352295041084
248,100,0.00505401473330696,0.0013656942574016284,-0.26722829126649433
249,100,-0.0013592552875504932,0.0005606095166715224,-0.25692141200933194
250,100,-0.004479543034297724,0.00042657780229799554,-0.2564266849723127
251,100,-0.0026819044854467697,0.0003739825175822868,-0.2512869228505426
252,100,-0.002924237494628162,0.0003124867071164772,-0.2538369898166921
253,100,-0.0038312855914328895,0.00040252335707514756,-0.2505413627045022
254,100,-0.003644122453907686,0.0007310864671631458,-0.26324986666440964
255,100,-0.004686417982965294,0.00046910641564560745,-0.24933653055793709
256,100,-0.006229913491147777,0.000713922660199589,-0.26625039780305493
257,100,-0.005772240214153296,0.00039577810700090293,-0.2477016266849306
258,100,0.004599393826437235,0.0013801754644696808,-0.25348633776108426
259,100,0.00362725443159838,0.0014926766921740232,-0.25618929312460953
260,100,-0.004063139918596587,0.0004177817455557589,-0.2562205464475685
261,100,-0.0010030633291333085,0.0003825822281618861,-0.24858298814958996
262,100,-0.0007773319618233169,0.0005278148968904538,-0.2507901568379667
263,100,-0.005013149920462941,0.0004307570541439216,-0.2531512278235621
264,100,-0.002484601969424855,0.0003749512899149623,-0.24850363698270586
265,100,0.004950075622117665,0.0012847127949903046,-0.24977420560187763
266,100,-0.00449428626032184,0.00041567001527356397,-0.24526617013745838
267,100,-0.0009577793898642994,0.0004490434390997204,-0.24767647787100738
268,100,-0.003945559327500329,0.0003705517099458828,-0.24970966494745678
269,100,-0.001965186427696608,0.0004453469866550424,-0.2483421259870132
270,100,-0.0015691932349000126,0.0003358075244048248,-0.24683740093476242
271,100,-0.001319907705894568,0.0004862405221501831,-0.2538616901470555
272,100,-0.004930858474431766,0.0010991817091255346,-0.24356400842467943
273,100,-0.007027085680066294,0.0010782454038336356,-0.24564618327551418
274,100,-0.003102815095593946,0.0005483847898075408,-0.23690101318061352
275,100,-0.0036809955607976816,0.0003447763833214089,-0.2428037892613146
276,100,-0.0035457581381908515,0.001081708814227669,-0.2449150395890077
277,100,-0.001732575800916594,0.0009709413615281745,-0.24627797388368183
278,100,0.004062629954811807,0.0014488032651974612,-0.23699449789192942
279,100,-0.007847246846520446,0.0012431795253683554,-0.2389462362560961
280,100,-0.005125925121976454,0.0005351144795390104,-0.23819476014210117
281,100,-0.002639168637364896,0.0003167609890321425,-0.22658108298977217
282,100,-0.009947068058762751,0.001024443948861315,-0.22940325592127112
283,100,-0.004372319437404965,0.0004512378974242084,-0.22074957460992867
284,100,-0.0070703564349893595,0.0013079065433379987,-0.22607476802335846
285,100,-0.008343861367191292,0.0012756243223621924,-0.23842604209979376
286,100,-0.0018492812531702737,0.0003771259521777716,-0.22118007619347838
287,100,-0.0032931861367412945,0.0004685526130035416,-0.22501571310891044
288,100,-0.0010328578824151515,0.00040175479363016266,-0.21686901193526056
289,100,0.0024625723316502343,0.0012574615773499115,-0.23145806478957334
290,100,-0.0017599846517744784,0.0011215752278480472,-0.22437770126594436
291,100,0.000926900475557583,0.0014086478299254344,-0.21648506426976788
292,100,-0.0021123466024922286,0.002299901625115631,-0.2045649772302972
293,100,-0.006410165101947819,0.0013543620273897734,-0.2274125005222029
294,100,0.005740812945684108,0.0011061950935982168,-0.21167694301240975
295,100,-0.008381533404948035,0.002749244553140468,-0.21668797151909935
296,100,-0.0026829934924737448,0.0012734513018383747,-0.20621561031374666
297,100,-0.0018866178773654003,0.0005343418266016266,-0.2062256545242336
298,100,0.0010913689604624072,0.0004192384626043753,-0.20434332908027703
299,100,-0.0020717154038720764,0.0028440035740560335,-0.22401058177153269
300,100,-0.0022474208409322374,0.00041343904902330704,-0.19695922484000525
301,100,-0.004091344877249665,0.002521363471007337,-0.21034899540245533
302,100,0.004361071508254908,0.0011490166935901572,-0.19619950652122498
303,100,-0.0021768016207109517,0.00042525297329929244,-0.19430342151059043
304,100,-0.0011279129167734128,0.00042267265436950966,-0.19033071481519276
305,100,-0.0042884268590973485,0.002689667960415439,-0.20529649034142494
306,100,1.1429269054335438e-05,0.0032160327165103,-0.21067380656798682
307,100,-0.004153277137245621,0.0010220380022979549,-0.203095358899898
308,100,-0.0025777366313882843,0.0014664757917570467,-0.19759161604775322
309,100,0.005414363364707242,0.0012604739879154498,-0.19473009204698932
310,100,-0.006498048778060668,0.0013869789420116125,-0.20318371057510376
311,100,-0.0023128390271772836,0.0005112007319338671,-0.19654773651725715
312,100,-0.005644561496713625,0.0013246209087406492,-0.19152049099405608
313,100,-0.001694844702999237,0.0005199925718544465,-0.19406656444900566
314,100,-0.0001601018803840917,0.0032070896494486886,-0.20552686912318072
315,100,0.004163618899307646,0.001208393542684563,-0.19056795661648115
316,100,-0.007213590071640081,0.0011645122859691684,-0.19249483508368334
317,100,-0.00497117677393059,0.000500579951525045,-0.1904025533133083
318,100,-0.002450451448870202,0.00036769098611936596,-0.18888911397920716
319,100,0.010876928629234802,0.0009791333985857717,-0.19945353517929712
320,100,-0.0016413018197959496,0.0003151785060456152,-0.18158019706606865
321,100,0.0004648722635667784,0.0003113891988404147,-0.18188453507092264
322,100,-0.0100900578719221,0.0013851171166202726,-0.20345168208910358
323,100,0.005222686116919956,0.0010937634922609301,-0.19212549614409605
324,100,0.0028775684242848204,0.002794739639891001,-0.2041943594813347
325,100,0.0017949110947989135,0.0007570077234251787,-0.20243905463980305
326,100,0.0010686237498399957,0.00198947955909211,-0.2054901458323002
327,100,-0.0032007033314584987,0.0013994539266503933,-0.1928377536435922
328,100,-0.0036124307104425193,0.0006129175845772908,-0.19932707088689008
329,100,0.000648729947493444,0.0013238438243408585,-0.2006267129133145
330,100,-0.0006009300996083766,0.0005199471929194664,-0.2005855016824272
331,100,-0.003081209642712363,0.0005669264056551685,-0.194673885901769
332,100,0.0011797228677702758,0.000525613511854317,-0.20135947482453453
333,100,-0.003211932825959391,0.0004776557535579842,-0.19363092279268634
334,100,-0.003168041687078787,0.0002896414235793701,-0.19750581267807218
335,100,0.002474066899594618,0.0009400581212604367,-0.20526822759873337
336,100,0.0025486972299404442,0.0011902759021419722,-0.2104983731276459
337,100,-0.0037373714504711744,0.0010966325062327087,-0.21422658902075556
338,100,-0.0006970395633187662,0.0010274739446079668,-0.2100249044597149
339,100,-0.0001329863856274945,0.0012804782769914407,-0.2053657660467757
340,100,-0.003127793254760844,0.0006312388385494058,-0.20098759999705684
